0	1420.59
5	1420.58
10	1420.58
15	1420.58
20	1420.58
25	1420.60
30	1420.56
35	1420.56
40	1420.56
50	1420.55
55	1420.53
60	1420.52
65	1420.52
70	1420.51
75	1420.51
80	1420.50
85	1420.50
90	1420.51

